EMPLOYEEID,EMPLOYEEACCESS,Name,ACCESS,EMAIL,EmployeeGender,EmployeeDept,EmployeeBusinessUnit,EmployeeJobTitle,EMPLOYEEREGION,EmployeeCountry,EmployeeState,EmployeeCity,EmployeeJobClass,EmployeeManager,EmployeeEmploymentType,BAND,PERFRATING,EmployeeEthnicity,DOB,HIREDATE,DPDate,EmployeeActiveFlag,RECRUIT,SALARY,TOTALCOMP,OMITGROUP
476,476,Mufutau Pruitt,USER,Mufutau.u Pruitt@bnna.com,Male,Production,Engineering,Computer Operator,AMERICAS,USA,IL,Chicago,Contributor,N,PTE,2,C,White,28121,40904,42000,Y,College Hire,60190,0,Production
477,477,Gareth Burnett,USER,Gareth.Burnett@bnna.com,Male,Production,Engineering,Technology Manager,AMERICAS,USA,IL,Chicago,Manager,Y,FTE,5,C,Black or African American,26290,39805,41996,Y,College Hire,90974,2888,Production
478,478,Joseph Leon,USER,Joseph.ph Leon@bnna.com,Male,Production,Engineering,Computer Operator,AMERICAS,USA,IL,Chicago,Contributor,N,FTE,3,C,Unknown,26934,37161,41909,Y,College Hire,53038,1536,Production
479,479,Aron Adelsvärd,USER,Aron.svärd@bnna.com,-,Production,Engineering,Technology Manager,AMERICAS,USA,IL,Chicago,Manager,Y,FTE,5,D,Other,23789,32555,41686,Y,College Hire,97515,6042,Production
480,480,Chiyo Tanaka,USER,Chiyo.Tanaka@bnna.com,Male,Production,Warehouse,Warehouse Worker,AMERICAS,USA,IL,Chicago,Contributor,N,FTE,3,D,Black or African American,19767,32916,41682,Y,Internal,36616,2026,Production
481,481,Philip Hall,USER,Philip.ip Hall@bnna.com,Male,Production,Shipping and Receiving,Production Worker,AMERICAS,USA,IL,Chicago,Contributor,N,FTE,3,D,Hispanic or Latino,30193,40785,41881,Y,Website,37842,7479,Production
482,482,Macaulay Kline,USER,Macaulay.lay Kline@bnna.com,Male,Production,Warehouse,Warehouse Worker,AMERICAS,USA,IL,Chicago,Contributor,N,PTE,2,A,Other,23084,40251,41712,Y,Internal,39902,0,Production
483,483,Nichole Paul,USER,Nichole.ole Paul@bnna.com,Female,Production,Shipping and Receiving,Production Worker,AMERICAS,USA,IL,Chicago,Contributor,N,PTE,2,A,Hispanic or Latino,25905,41976,41976,Y,Website,52111,0,Production
484,484,Kimberly Berger,USER,Kimberly.ly Berger@bnna.com,Female,Production,Engineering,Computer Operator,AMERICAS,USA,IL,Chicago,Contributor,N,FTE,3,A,Unknown,27498,34803,41743,Y,Job Fair,46708,8473,Production
485,485,Rolf Erler,USER,Rolf.Erler@bnna.com,Male,Production,Warehouse,Warehouse Worker,AMERICAS,USA,IL,Chicago,Contributor,N,PTE,2,A,White,21586,33274,41675,Y,Job Fair,35037,0,Production
486,486,Bernard Gill,USER,Bernard.ard Gill@bnna.com,Male,Production,Distribution,Distribution Worker,AMERICAS,USA,IL,Chicago,Contributor,N,PTE,2,B,Other,28962,39555,41746,Y,Job Fair,42285,0,Production
487,487,Scott Crosby,USER,Scott.Crosby@bnna.com,Male,Production,Engineering,Technology Manager,AMERICAS,USA,IL,Chicago,Manager,Y,FTE,5,B,White,25954,38738,41660,Y,Job Fair,87077,3412,Production
488,488,Jerome Floyd,USER,Jerome.e Floyd@bnna.com,Male,Production,Warehouse,Warehouse Assistant Manager,AMERICAS,USA,IL,Chicago,Manager,Y,FTE,5,B,White,23298,33160,41926,Y,Internal,99927,5477,Production
489,489,Meredith Nguyen,USER,Meredith.th Nguyen@bnna.com,Female,Production,Distribution,Distribution Worker,AMERICAS,USA,IL,Chicago,Contributor,N,PTE,2,B,White,26642,38330,41982,Y,Internal,47245,0,Production
490,490,Brennan Hayden,USER,Brennan.n Hayden@bnna.com,Male,Production,Shipping and Receiving,Production Worker,EMEA,UK,England,London,Contributor,N,PTE,2,B,White,22094,37069,41817,Y,Internal,51691,0,Production
491,491,Roderick Albioana,USER,Roderick. Albioana@bnna.com,Male,Production,Distribution,Distribution Worker,EMEA,UK,England,London,Contributor,N,PTE,1,B,Black or African American,30780,38815,41737,Y,Internal,64125,0,Production
492,492,Tyrone Walton,USER,Tyrone. Walton@bnna.com,Male,Production,Warehouse,Warehouse Worker,EMEA,UK,England,London,Contributor,N,PTE,2,B,Other,19615,27650,41895,Y,Internal,51234,0,Production
493,493,Denton Mccarty,USER,Denton.Mccarty@bnna.com,Male,Production,Warehouse,Warehouse Worker,EMEA,UK,England,London,Contributor,N,FTE,3,B,Black or African American,21503,34287,41957,Y,None,46378,443,Production
494,494,Aladdin Gill,USER,Aladdin.din Gill@bnna.com,Male,Production,Engineering,Product Technician,EMEA,UK,England,London,Contributor,N,FTE,3,B,White,25248,39858,41684,Y,None,47455,8315,Production
495,495,Daniel Schenker,USER,Daniel.chenker@bnna.com,Male,Production,Warehouse,Warehouse Worker,EMEA,UK,England,London,Contributor,N,PTE,2,B,Hispanic or Latino,22699,39866,41692,Y,None,52449,0,Production
496,496,Kelly Jimenez,USER,Kelly.imenez@bnna.com,Male,Production,Engineering,Product Technician,EMEA,UK,England,London,Contributor,N,FTE,3,B,White,19897,37064,41812,Y,None,54321,1698,Production
497,497,Deacon Neal,USER,Deacon.on Neal@bnna.com,Male,Production,Engineering,Computer Operator,EMEA,UK,England,London,Contributor,N,FTE,3,B,White,19194,30516,41839,Y,None,37577,5448,Production
498,498,Eric Carson,USER,Eric.arson@bnna.com,Male,Production,Warehouse,Warehouse Worker,EMEA,UK,England,London,Contributor,N,PTE,2,B,Black or African American,19330,30287,41975,Y,None,52983,0,Production
499,499,Slade Acosta,USER,Slade.Acosta@bnna.com,Male,Production,Engineering,Technology Manager,EMEA,UK,England,London,Manager,Y,FTE,5,A,White,24473,35796,41640,Y,Internal,70971,3432,Production
500,500,Craig Mcleod,USER,Craig.Mcleod@bnna.com,Male,Production,Warehouse,Warehouse Worker,EMEA,UK,England,London,Contributor,N,PTE,2,A,Black or African American,22698,39865,41691,N,None,53114,0,Production
501,501,Jennifer Chambers,USER,Jennifer. Chambers@bnna.com,Female,Production,Warehouse,Warehouse Worker,EMEA,UK,England,London,Contributor,N,FTE,3,A,Asian,24386,41553,41918,Y,None,55048,7365,Production
502,502,Basmus Gripenskiöld,USER,Basmus.nskiöld@bnna.com,Male,Production,Warehouse,Warehouse Worker,EMEA,UK,England,London,Contributor,N,FTE,3,B,Black or African American,28137,41286,41651,Y,None,60735,2979,Production
503,503,Daniel Lindsey,USER,Daniel.Lindsey@bnna.com,Male,Production,Warehouse,Warehouse Worker,EMEA,UK,England,London,Contributor,N,FTE,3,B,Other,27770,36536,41650,Y,Website,48122,982,Production
504,504,Libby Lloyd,USER,Libby. Lloyd@bnna.com,Female,Production,Distribution,Distribution Worker,EMEA,UK,England,London,Contributor,N,PTE,1,B,White,19621,35692,41901,Y,Internal,38271,0,Production
505,505,Alyssa Conway,USER,Alyssa. Conway@bnna.com,Female,Production,Shipping and Receiving,Production Worker,EMEA,UK,England,London,Contributor,N,PTE,2,C,White,32759,40429,41890,Y,New Hire Program,53094,0,Production
506,506,Rigel Walker,USER,Rigel.Walker@bnna.com,Male,Production,Shipping and Receiving,Production Worker,EMEA,UK,England,London,Contributor,N,PTE,2,C,White,19715,31768,41995,Y,New Hire Program,42020,0,Production
507,507,Marie Sepion,USER,Marie.Sepion@bnna.com,Female,Production,Warehouse,Warehouse Worker,EMEA,UK,England,London,Contributor,N,FTE,3,A,Asian,26511,34911,41851,Y,Website,60272,4513,Production
508,508,Joshua Dillon,USER,Joshua. Dillon@bnna.com,Male,Production,Distribution,Distribution Worker,EMEA,UK,England,London,Contributor,N,PTE,1,A,White,21255,34039,41709,Y,Website,34876,0,Production
509,509,Julian Harris,USER,Julian. Harris@bnna.com,Female,Production,Warehouse,Warehouse Assistant Manager,EMEA,Germany,Berlin,Berlin,Manager,Y,FTE,5,A,Hispanic or Latino,24207,33704,41739,Y,Internal,75959,13745,Production
510,510,Travis Little,USER,Travis. Little@bnna.com,Male,Production,Distribution,Distribution Worker,EMEA,Germany,Berlin,Berlin,Contributor,N,PTE,2,A,White,24861,36184,41663,Y,New Hire Program,27734,0,Production
511,511,Tyler Osborne,USER,Tyler.sborne@bnna.com,Male,Production,Engineering,Product Technician,EMEA,Germany,Berlin,Berlin,Contributor,N,PTE,2,A,White,25542,32847,41978,Y,College Hire,10700,0,Production
512,512,Balthasar Alvarez,USER,Balthasar.ar Alvarez@bnna.com,Female,Production,Shipping and Receiving,Production Worker,EMEA,Germany,Berlin,Berlin,Contributor,N,FTE,3,B,Other,22864,40031,41857,Y,College Hire,46323,1589,Production
513,513,Belinda Vento,USER,Belinda.da Vento@bnna.com,Male,Production,Shipping and Receiving,Production Worker,EMEA,Germany,Berlin,Berlin,Contributor,N,FTE,3,B,White,19723,34333,42003,Y,College Hire,54675,403,Production
514,514,Xiangyong Wang,USER,Xiangyong.gyong Wang@bnna.com,Male,Production,Engineering,Technology Manager,EMEA,Germany,Berlin,Berlin,Manager,Y,FTE,5,C,Black or African American,24659,34156,41826,Y,College Hire,67809,14778,Production
515,515,Margrit Derneville,USER,Margrit.rneville@bnna.com,Female,Production,Warehouse,Warehouse Worker,EMEA,Germany,Berlin,Berlin,Contributor,N,FTE,3,C,Black or African American,23151,38492,41779,Y,College Hire,45042,2717,Production
516,516,Hilda Ballard,USER,Hilda.allard@bnna.com,Female,Production,Engineering,Product Technician,EMEA,Germany,Berlin,Berlin,Contributor,N,PTE,2,C,Other,25103,36060,41904,Y,Internal,13280,0,Production
517,517,Amy Scott,USER,Amy.cott@bnna.com,Female,Production,Engineering,Technology Manager,EMEA,Germany,Berlin,Berlin,Manager,Y,FTE,5,C,Unknown,33811,40750,41846,Y,Website,88685,6040,Production
518,518,Baxter Santana,USER,Baxter.Santana@bnna.com,Male,Production,Engineering,Product Technician,EMEA,Germany,Berlin,Berlin,Contributor,N,FTE,3,A,White,29794,40751,41847,Y,Internal,45465,1343,Production
519,519,Hye-Yul Choi,USER,Hye-Yul.Yul Choi@bnna.com,Male,Production,Shipping and Receiving,Production Worker,EMEA,Germany,Berlin,Berlin,Contributor,N,FTE,4,A,Hispanic or Latino,25129,41200,41930,Y,Website,40056,5637,Production
520,520,Beata Laurent,USER,Beata.aurent@bnna.com,Male,Production,Engineering,Technology Manager,EMEA,Germany,Berlin,Berlin,Manager,Y,FTE,5,B,White,24649,40720,41816,Y,Job Fair,93260,10172,Production
521,521,Emerson Young,USER,Emerson.on Young@bnna.com,Male,Production,Engineering,Product Technician,EMEA,Germany,Berlin,Berlin,Contributor,N,FTE,3,B,White,30141,39638,41829,Y,Job Fair,40352,376,Production
522,522,Barb Ross,USER,Barb. Ross@bnna.com,Female,Production,Engineering,Technology Manager,EMEA,Germany,Berlin,Berlin,Manager,Y,FTE,5,B,Hispanic or Latino,21285,32243,41739,Y,Job Fair,74208,2957,Production
523,523,Tuomas Savolainen,USER,Tuomas.olainen@bnna.com,Female,Production,Engineering,Product Technician,EMEA,France,,Paris,Contributor,N,FTE,3,B,White,26784,34819,41759,N,Job Fair,60912,1550,Production
524,524,Brody Donaldson,USER,Brody.aldson@bnna.com,Male,Production,Distribution,Distribution Worker,EMEA,France,,Paris,Contributor,N,PTE,1,B,White,30752,40613,41709,Y,Internal,55973,0,Production
525,525,Fritz Bauman,USER,Fritz.Bauman@bnna.com,Male,Production,Warehouse,Warehouse Worker,EMEA,France,,Paris,Contributor,N,FTE,4,B,Other,20081,28482,41996,Y,Internal,50907,8489,Production
526,526,Lyle Craig,USER,Lyle.Craig@bnna.com,Male,Production,Shipping and Receiving,Production Worker,EMEA,France,,Paris,Contributor,N,FTE,3,B,White,20880,36951,41699,Y,Internal,51331,2364,Production
527,527,Odysseus Stevenson,USER,Odysseus.Stevenson@bnna.com,Male,Production,Warehouse,Warehouse Worker,EMEA,France,,Paris,Contributor,N,PTE,2,A,Asian,20503,37670,41688,Y,Internal,46195,0,Production
528,528,Martina Scott,USER,Martina.na Scott@bnna.com,Female,Production,Shipping and Receiving,Production Worker,EMEA,France,,Paris,Contributor,N,PTE,2,A,Other,20280,31238,41830,Y,Internal,61795,0,Production
529,529,Azalia Shaffer,USER,Azalia.Shaffer@bnna.com,Female,Production,Warehouse,Warehouse Worker,EMEA,France,,Paris,Contributor,N,PTE,2,B,Black or African American,20246,29378,41796,Y,None,55409,0,Production
530,530,Kelly Ramos,USER,Kelly. Ramos@bnna.com,Female,Production,Engineering,Product Technician,EMEA,France,,Paris,Contributor,N,PTE,2,B,Unknown,26521,40035,41861,Y,None,44781,0,Production
531,531,Hunter Harding,USER,Hunter.Harding@bnna.com,Male,Production,Distribution,Distribution Worker,EMEA,France,,Paris,Contributor,N,PTE,1,B,Hispanic or Latino,28404,38996,41918,Y,None,53667,0,Production
532,532,Leticia Garcia,USER,Leticia.a Garcia@bnna.com,Female,Production,Engineering,Product Technician,EMEA,France,,Paris,Contributor,N,FTE,3,B,White,23394,40196,41657,Y,None,62765,2344,Production
533,533,Edward Erickson,USER,Edward.rickson@bnna.com,Male,Production,Shipping and Receiving,Production Worker,EMEA,France,,Paris,Contributor,N,FTE,3,C,White,22516,37491,41874,Y,None,41618,2105,Production
534,534,Daichi Kimura,USER,Daichi. Kimura@bnna.com,Female,Production,Engineering,Technology Manager,EMEA,France,,Paris,Manager,Y,FTE,5,C,Hispanic or Latino,25204,39814,41640,Y,None,82272,12901,Production
535,535,Wing Stephenson,USER,Wing.enson@bnna.com,Male,Production,Shipping and Receiving,Production Worker,EMEA,France,,Paris,Contributor,N,PTE,2,B,Other,29077,37478,41861,Y,Internal,42818,0,Production
536,536,Ahmed Leblanc,USER,Ahmed.eblanc@bnna.com,Male,Production,Engineering,Computer Operator,EMEA,France,,Paris,Contributor,N,FTE,3,B,White,24331,40037,41863,Y,None,36830,643,Production
537,537,Remedios Quinn,USER,Remedios.ios Quinn@bnna.com,Female,Production,Engineering,Technology Manager,EMEA,France,,Paris,Manager,Y,FTE,7,B,Hispanic or Latino,24802,36490,41969,Y,None,80571,6352,Production
538,538,Cirineo Sanchez,USER,Cirineo. Sanchez@bnna.com,Male,Production,Distribution,Distribution Worker,EMEA,France,,Paris,Contributor,N,PTE,2,A,White,32751,41152,41882,Y,None,46316,0,Production
539,539,Xavier Conrad,USER,Xavier. Conrad@bnna.com,Male,Production,Shipping and Receiving,Production Worker,EMEA,France,,Paris,Contributor,N,FTE,3,A,White,32114,40880,41976,Y,Website,51757,346,Production
540,540,Arthur Shenley,USER,Arthur.Shenley@bnna.com,Male,Production,Shipping and Receiving,Production Worker,EMEA,France,,Paris,Contributor,N,PTE,2,B,Other,25394,32334,41830,Y,Website,56403,0,Production
541,541,Emmanuel Montgomery,USER,Emmanuel.ontgomery@bnna.com,Male,Production,Engineering,Computer Operator,EMEA,France,,Paris,Contributor,N,FTE,3,B,Black or African American,32187,39127,41684,Y,Internal,48394,2832,Production
542,542,Giacomo Harris,USER,Giacomo.o Harris@bnna.com,-,Production,Engineering,Computer Operator,APAC,Japan,Tokyo Metropolis,Tokyo,Contributor,N,PTE,2,B,White,28078,40861,41957,Y,New Hire Program,62613,0,Production
543,543,Melissa Reys,USER,Melissa.ssa Reys@bnna.com,Female,Production,Warehouse,Warehouse Worker,APAC,Japan,Tokyo Metropolis,Tokyo,Contributor,N,FTE,3,B,White,30386,40979,41709,Y,New Hire Program,42938,8267,Production
544,544,Damon Hebert,USER,Damon.Hebert@bnna.com,Male,Production,Engineering,Product Technician,APAC,Japan,Tokyo Metropolis,Tokyo,Contributor,N,FTE,3,B,Black or African American,28195,40613,41709,Y,Website,51267,1571,Production
545,545,Baozhen Yáng,USER,Baozhen.hen Yáng@bnna.com,Male,Production,Warehouse,Warehouse Worker,APAC,Japan,Tokyo Metropolis,Tokyo,Contributor,N,FTE,4,B,White,24991,39966,41792,Y,Website,61153,7585,Production
546,546,Sacha Keller,USER,Sacha.Keller@bnna.com,Female,Production,Warehouse,Warehouse Worker,APAC,Japan,Tokyo Metropolis,Tokyo,Contributor,N,PTE,2,B,Unknown,32179,40580,41676,Y,Internal,58691,0,Production
547,547,Dalton Clements,USER,Dalton.lements@bnna.com,Male,Production,Distribution,Distribution Worker,APAC,Japan,Tokyo Metropolis,Tokyo,Contributor,N,PTE,1,B,White,22547,39348,41905,Y,New Hire Program,37597,0,Production
548,548,Kolina Nilsson,USER,Kolina.Nilsson@bnna.com,Female,Production,Engineering,Technology Manager,APAC,Japan,Tokyo Metropolis,Tokyo,Manager,Y,FTE,5,B,White,22504,33096,41862,Y,College Hire,75978,5438,Production
549,549,Zephania Luna,USER,Zephania.ania Luna@bnna.com,Male,Production,Engineering,Computer Operator,APAC,Japan,Tokyo Metropolis,Tokyo,Contributor,N,FTE,3,B,Unknown,31357,38662,41949,Y,College Hire,51790,2586,Production
550,550,Wade Alford,USER,Wade.lford@bnna.com,Male,Production,Distribution,Distribution Worker,APAC,Japan,Tokyo Metropolis,Tokyo,Contributor,N,PTE,2,B,White,20664,37830,41848,Y,College Hire,64752,0,Production
551,551,Sergio Ferrari,USER,Sergio.Ferrari@bnna.com,Male,Production,Distribution,Distribution Worker,APAC,Japan,Tokyo Metropolis,Tokyo,Contributor,N,PTE,1,C,Black or African American,20926,37727,41745,Y,College Hire,48330,0,Production
552,552,Baltasar Björnstjerna,USER,Baltasar.rnstjerna@bnna.com,Female,Production,Warehouse,Warehouse Worker,APAC,Japan,Tokyo Metropolis,Tokyo,Contributor,N,FTE,3,C,Other,25217,32522,41653,N,College Hire,63426,1900,Production
553,553,Alfreda Goodwin,USER,Alfreda. Goodwin@bnna.com,Female,Production,Engineering,Product Technician,APAC,Australia,New South Wales,Sydney,Contributor,N,PTE,2,C,White,26013,39893,41719,Y,College Hire,49101,0,Production
554,554,Betje Coeman,USER,Betje.Coeman@bnna.com,Female,Production,Engineering,Technology Manager,APAC,Australia,New South Wales,Sydney,Manager,Y,FTE,5,B,Black or African American,29755,40712,41808,Y,Internal,76656,7961,Production
555,555,Arsenio Grant,USER,Arsenio.io Grant@bnna.com,Male,Production,Engineering,Product Technician,APAC,Australia,New South Wales,Sydney,Contributor,N,FTE,3,B,Other,26372,33311,41712,Y,Website,40688,6317,Production
556,556,Chantal Marelli,USER,Chantal. Marelli@bnna.com,Female,Production,Warehouse,Warehouse Worker,APAC,Australia,New South Wales,Sydney,Contributor,N,FTE,4,B,White,23614,37128,41876,Y,Internal,35732,8441,Production
557,557,Marcel Fouche,USER,Marcel. Fouche@bnna.com,Male,Production,Shipping and Receiving,Production Worker,APAC,Australia,New South Wales,Sydney,Contributor,N,FTE,3,B,Asian,32231,39170,41727,Y,Job Fair,62452,2957,Production
558,558,Björn Winkler,USER,Björn.inkler@bnna.com,Male,Production,Engineering,Computer Operator,APAC,Australia,New South Wales,Sydney,Contributor,N,PTE,2,B,Hispanic or Latino,28681,40734,41830,Y,Job Fair,45274,0,Production
559,559,Harold Germaine,USER,Harold.ermaine@bnna.com,Male,Production,Shipping and Receiving,Production Worker,APAC,Australia,New South Wales,Sydney,Contributor,N,FTE,3,B,White,30725,40587,41683,Y,Job Fair,39283,294,Production
560,560,Derek Hirsh,USER,Derek. Hirsh@bnna.com,Male,Production,Distribution,Distribution Worker,APAC,Australia,New South Wales,Sydney,Contributor,N,PTE,1,B,Other,21442,29843,41896,Y,Internal,35684,0,Production
561,561,Guy Woodward,USER,Guy.ward@bnna.com,Male,Production,Engineering,Product Technician,APAC,Australia,New South Wales,Sydney,Contributor,N,PTE,2,B,White,22656,39457,41649,Y,Internal,64622,0,Production
562,562,Roth Santiago,USER,Roth.tiago@bnna.com,Male,Production,Distribution,Distribution Worker,APAC,Australia,New South Wales,Sydney,Contributor,N,PTE,1,B,Other,22490,35274,41848,Y,Internal,51218,0,Production
563,563,Alessandra Torta,USER,Alessandra.andra Torta@bnna.com,Female,Production,Warehouse,Warehouse Worker,APAC,Australia,New South Wales,Sydney,Contributor,N,FTE,3,C ,Black or African American,27922,40340,41801,Y,Internal,48109,2668,Production
564,564,Benicio Medina,USER,Benicio.o Medina@bnna.com,Female,Production,Engineering,Product Technician,APAC,Australia,New South Wales,Sydney,Contributor,N,FTE,3,C,Unknown,24067,40138,41964,Y,Internal,56588,2016,Production
565,565,Martin Reed,USER,Martin.in Reed@bnna.com,Male,Production,Warehouse,Warehouse Worker,APAC,Australia,New South Wales,Sydney,Contributor,N,FTE,3,C,White,30586,41909,41909,N,Recruiter,59786,2926,Production
566,566,Katri Virtanen,USER,Katri.rtanen@bnna.com,Male,Production,Shipping and Receiving,Production Worker,APAC,Australia,New South Wales,Sydney,Contributor,N,FTE,3,C,White,27598,41478,41843,N,Recruiter,63169,2191,Production
567,567,Brielle Lester,USER,Brielle.e Lester@bnna.com,Female,Production,Engineering,Product Technician,APAC,Australia,New South Wales,Sydney,Contributor,N,PTE,2,C,Asian,24841,41643,41643,N,Recruiter,57115,0,Production
568,568,Tatyana Cannon,USER,Tatyana.a Cannon@bnna.com,Female,Production,Distribution,Distribution Worker,APAC,Australia,New South Wales,Sydney,Contributor,N,PTE,1,B,White,25282,41353,41718,N,Recruiter,35389,0,Production
